time,source,dest,direction,
1479844969,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-e9-ca,3,
1479852169,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-f3-17,3,
1479866569,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
1479880969,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-f4-f8,3,
1479888170,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-e9-cb,3,
1479895370,00-17-0d-00-00-58-eb-64,00-17-0d-00-00-30-5d-39,3,
1479909770,00-17-0d-00-00-58-eb-64,00-17-0d-00-00-30-5d-39,3,
1479911045,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-30-5d-39,3,
1479911054,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-e9-ca,3,
1479911141,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-38-03-dd,3,
1479911244,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479911347,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-e9-ca,3,
1479911602,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-38-03-dd,3,
1479914936,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479915547,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-58-f5-23,3,
1479917624,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479917758,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-f5-3c,3,
1479918537,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479922138,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479924170,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-eb-67,3,
1479924836,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479925736,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479929337,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479932925,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479932989,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479936525,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479936590,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479937436,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479940124,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479941038,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479944636,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479945770,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-eb-67,3,
1479947324,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479951825,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479952570,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479952970,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
1479959026,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479959937,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479960170,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-58-f5-3c,3,
1479966226,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479970727,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479970791,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1479974325,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1479977001,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-30-5d-39,3,
1479977015,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f5-23,3,
1479977079,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f4-f8,3,
1479977184,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-30-5d-39,3,
1479977634,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f5-58,3,
1479977706,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-30-5d-39,3,
1479977803,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f5-23,3,
1479978033,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-e9-cb,3,
1479978075,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-eb-69,3,
1479978077,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-38-03-dd,3,
1479978198,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-63,3,
1479978561,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f8-63,3,
1479978849,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479981770,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-f5-23,3,
1479983147,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479984247,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479989646,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479990547,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479993247,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479995048,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1479997747,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1480001350,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1480002247,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1480003149,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1480003370,00-17-0d-00-00-58-f5-3c,00-17-0d-00-00-58-eb-5b,3,
1480005848,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f3-17,3,
1480006944,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480007008,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480007067,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-f8-78,3,
1480007569,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-58-eb-69,3,
1480017770,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-58-eb-67,3,
1480032170,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-58-f8-8f,3,
1480039370,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
